index,Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Consumption (GAL)
543,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898505,2010-11,10/25/2010,11/23/2010,29,348919902-OIL,N,581.7,260.0
544,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898506,2010-11,10/25/2010,11/23/2010,29,348919902-OIL,N,523.53,234.0
545,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898507,2010-11,10/25/2010,11/23/2010,29,348919902-OIL,N,315.66,131.0
546,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898508,2010-11,10/25/2010,11/23/2010,29,348919902-OIL,N,180.72,75.0
547,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898509,2010-11,10/25/2010,11/23/2010,29,348919902-OIL,N,590.35,245.0
548,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898510,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,387.95,161.0
549,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898511,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,428.91,178.0
550,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898512,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,178.31,74.0
551,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898513,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,388.09,161.0
552,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898514,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,441.12,183.0
553,HOWARD,BROOKLYN,HOWARD,,Not Applicable,,72,568,K007200,FEDERAL,NY005000720P,"S.J. Fuel Co., Inc.",5367651,2016-07,06/23/2016,07/25/2016,32,0498963300-OIL,N,0.0,0.0
554,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898515,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,404.96,168.0
555,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898516,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,187.93,84.0
556,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898517,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,448.16,179.0
557,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898518,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,500.74,200.0
558,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898519,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,573.28,220.0
559,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898520,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,453.41,174.0
560,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898521,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,458.62,176.0
561,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898522,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,515.95,198.0
562,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898523,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,466.44,179.0
563,LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897821,2010-03,02/26/2010,03/26/2010,28,0537618010-OIL,N,576.72,277.0
564,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898524,2010-12,11/23/2010,12/23/2010,30,348919902-OIL,N,592.98,246.0
565,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898610,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,649.52,318.0
566,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898611,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,430.97,211.0
567,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898612,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,416.67,204.0
568,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898613,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,388.08,190.0
569,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898614,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,363.57,178.0
570,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898615,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,645.24,274.0
571,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898616,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,303.78,129.0
572,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898617,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,279.82,137.0
573,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898618,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,607.56,258.0
574,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898619,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,576.95,245.0
575,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898620,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,579.31,246.0
576,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898621,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,268.46,114.0
577,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898622,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,861.89,366.0
578,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898623,2010-01,12/29/2009,01/28/2010,30,348921002-OIL,N,560.47,238.0
579,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898624,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,501.47,237.0
580,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898625,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,584.02,248.0
581,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898626,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,452.14,192.0
582,HOWARD,BROOKLYN,HOWARD,,Not Applicable,,72,568,K007200,FEDERAL,NY005000720P,"S.J. Fuel Co., Inc.",5386437,2016-08,07/25/2016,08/23/2016,29,0498963300-OIL,N,0.0,0.0
583,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898627,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,430.95,183.0
584,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898628,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,192.63,91.0
585,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898629,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,368.32,174.0
586,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898630,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,400.08,189.0
587,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898631,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,421.24,199.0
588,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898632,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,183.16,90.0
589,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898633,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,407.02,200.0
590,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898634,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,415.16,204.0
591,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898635,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,396.84,195.0
592,LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897822,2010-07,06/30/2010,07/27/2010,27,0537618010-OIL,N,1693.97,707.0
593,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898636,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,407.02,200.0
594,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898637,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,411.84,192.0
595,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898638,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,424.71,198.0
596,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898639,2010-02,01/28/2010,02/26/2010,29,348921002-OIL,N,150.15,70.0
597,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898640,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,429.0,200.0
598,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898641,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,431.15,201.0
599,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898642,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,411.84,192.0
600,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898643,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,403.26,188.0
601,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898644,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,371.98,171.0
602,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898645,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,422.01,194.0
603,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898646,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,393.73,181.0
604,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898647,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,400.26,184.0
605,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898648,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,393.73,181.0
606,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898649,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,450.29,207.0
607,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898650,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,430.71,198.0
608,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898651,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,391.55,180.0
609,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898652,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,537.3,247.0
610,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898653,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,367.63,169.0
611,MARCY,BROOKLYN,MARCY,,Not Applicable,,21,514,K002100,FEDERAL,NY005000210P,"S.J. Fuel Co., Inc.",2898122,2010-12,11/23/2010,12/23/2010,30,0148915000-OIL,N,460.03,192.0
612,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898654,2010-03,02/26/2010,03/26/2010,28,348921002-OIL,N,352.4,162.0
613,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898655,2010-04,03/26/2010,04/27/2010,32,348921002-OIL,N,373.8,167.0
614,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898656,2010-04,03/26/2010,04/27/2010,32,348921002-OIL,N,396.18,177.0
615,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898657,2010-04,03/26/2010,04/27/2010,32,348921002-OIL,N,423.04,189.0
616,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898658,2010-04,03/26/2010,04/27/2010,32,348921002-OIL,N,414.09,185.0
617,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898659,2010-04,03/26/2010,04/27/2010,32,348921002-OIL,N,222.17,105.0
618,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898660,2010-04,03/26/2010,04/27/2010,32,348921002-OIL,N,594.57,281.0
619,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898661,2010-05,04/27/2010,05/25/2010,28,348921002-OIL,N,505.7,239.0
620,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898662,2010-05,04/27/2010,05/25/2010,28,348921002-OIL,N,505.7,239.0
621,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898663,2010-05,04/27/2010,05/25/2010,28,348921002-OIL,N,590.34,279.0
622,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898664,2010-05,04/27/2010,05/25/2010,28,348921002-OIL,N,499.35,236.0
623,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898665,2010-05,04/27/2010,05/25/2010,28,348921002-OIL,N,609.38,288.0
624,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898666,2010-06,05/25/2010,06/30/2010,36,348921002-OIL,N,571.29,270.0
625,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898667,2010-06,05/25/2010,06/30/2010,36,348921002-OIL,N,22.47,11.0
626,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898668,2010-06,05/25/2010,06/30/2010,36,348921002-OIL,N,23.55,10.0
627,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898669,2010-06,05/25/2010,06/30/2010,36,348921002-OIL,N,97.33,46.0
628,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898670,2010-06,05/25/2010,06/30/2010,36,348921002-OIL,N,136.35,63.0
629,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898671,2010-07,06/30/2010,07/27/2010,27,348921002-OIL,N,456.41,204.0
630,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898672,2010-07,06/30/2010,07/27/2010,27,348921002-OIL,N,355.73,159.0
631,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898673,2010-08,07/27/2010,08/26/2010,30,348921002-OIL,N,328.88,147.0
632,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898674,2010-08,07/27/2010,08/26/2010,30,348921002-OIL,N,335.6,150.0
633,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898675,2010-08,07/27/2010,08/26/2010,30,348921002-OIL,N,398.24,178.0
634,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898676,2010-08,07/27/2010,08/26/2010,30,348921002-OIL,N,299.8,134.0
635,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898677,2010-08,07/27/2010,08/26/2010,30,348921002-OIL,N,369.15,165.0
636,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898678,2010-09,08/26/2010,09/24/2010,29,348921002-OIL,N,432.65,204.0
